[32T3J 893]
		"Cards": [
			6,
			12,
			1,
			8,
			12
		],
		"Score": 289
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			12,
			12,
			12,
			6
		],
		"Score": 87
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			13,
			1,
			10,
			10
		],
		"Score": 784
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			13,
			1,
			13,
			6
		],
		"Score": 425
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			14,
			6,
			6,
			14
		],
		"Score": 804
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			1,
			4,
			7,
			8
		],
		"Score": 92
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			1,
			9,
			2,
			2
		],
		"Score": 596
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			2,
			6,
			1,
			7
		],
		"Score": 719
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			3,
			3,
			3,
			7
		],
		"Score": 74
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			4,
			4,
			7,
			7
		],
		"Score": 799
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			5,
			7,
			5,
			5
		],
		"Score": 710
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			6,
			1,
			5,
			5
		],
		"Score": 362
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			6,
			7,
			6,
			7
		],
		"Score": 871
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			6,
			12,
			12,
			1
		],
		"Score": 89
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			7,
			5,
			7,
			5
		],
		"Score": 442
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			7,
			7,
			9,
			9
		],
		"Score": 886
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			7,
			13,
			7,
			13
		],
		"Score": 900
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			9,
			7,
			5,
			1
		],
		"Score": 398
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			12,
			12,
			1,
			7
		],
		"Score": 31
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			13,
			1,
			10,
			10
		],
		"Score": 393
	},
	{
		"Grade": 5,
		"Cards": [
			7,
			14,
			7,
			7,
			14
		],
		"Score": 120
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			1,
			2,
			2,
			13
		],
		"Score": 111
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			1,
			6,
			9,
			6
		],
		"Score": 517
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			1,
			12,
			12,
			10
		],
		"Score": 163
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			3,
			12,
			1,
			8
		],
		"Score": 609
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			4,
			8,
			1,
			13
		],
		"Score": 377
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			4,
			8,
			4,
			8
		],
		"Score": 208
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			7,
			1,
			5,
			8
		],
		"Score": 310
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			8,
			3,
			1,
			2
		],
		"Score": 94
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			8,
			5,
			5,
			8
		],
		"Score": 448
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			8,
			6,
			6,
			6
		],
		"Score": 761
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			8,
			13,
			13,
			8
		],
		"Score": 363
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			8,
			13,
			13,
			13
		],
		"Score": 195
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			8,
			14,
			7,
			1
		],
		"Score": 830
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			10,
			9,
			1,
			8
		],
		"Score": 578
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			10,
			10,
			8,
			10
		],
		"Score": 662
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			12,
			8,
			8,
			12
		],
		"Score": 928
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			13,
			13,
			5,
			1
		],
		"Score": 277
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			14,
			2,
			14,
			1
		],
		"Score": 748
	},
	{
		"Grade": 5,
		"Cards": [
			8,
			14,
			14,
			8,
			8
		],
		"Score": 233
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			1,
			2,
			4,
			4
		],
		"Score": 882
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			1,
			9,
			14,
			12
		],
		"Score": 561
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			1,
			9,
			14,
			14
		],
		"Score": 699
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			2,
			1,
			2,
			10
		],
		"Score": 941
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			2,
			2,
			2,
			9
		],
		"Score": 226
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			3,
			1,
			4,
			3
		],
		"Score": 236
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			3,
			3,
			9,
			1
		],
		"Score": 99
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			5,
			5,
			1,
			3
		],
		"Score": 420
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			7,
			7,
			10,
			1
		],
		"Score": 842
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			7,
			14,
			1,
			9
		],
		"Score": 692
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			9,
			1,
			5,
			3
		],
		"Score": 205
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			9,
			3,
			1,
			4
		],
		"Score": 59
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			9,
			3,
			3,
			3
		],
		"Score": 968
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			9,
			5,
			1,
			5
		],
		"Score": 779
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			9,
			7,
			7,
			9
		],
		"Score": 86
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			9,
			8,
			9,
			8
		],
		"Score": 411
	},
	{
		"Grade": 5,
		"Cards": [
			9,
			13,
			13,
			13,
			9
		],
		"Score": 37
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			1,
			2,
			2,
			4
		],
		"Score": 259
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			2,
			2,
			2,
			10
		],
		"Score": 58
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			4,
			1,
			10,
			9
		],
		"Score": 516
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			4,
			2,
			1,
			10
		],
		"Score": 700
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			5,
			1,
			10,
			12
		],
		"Score": 431
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			6,
			6,
			10,
			10
		],
		"Score": 215
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			7,
			10,
			7,
			7
		],
		"Score": 891
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			7,
			10,
			7,
			10
		],
		"Score": 145
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			10,
			1,
			9,
			9
		],
		"Score": 279
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			10,
			8,
			1,
			8
		],
		"Score": 897
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			10,
			9,
			1,
			12
		],
		"Score": 856
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			10,
			10,
			4,
			4
		],
		"Score": 622
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			10,
			10,
			5,
			5
		],
		"Score": 481
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			10,
			10,
			9,
			9
		],
		"Score": 729
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			13,
			13,
			10,
			13
		],
		"Score": 608
	},
	{
		"Grade": 5,
		"Cards": [
			10,
			14,
			1,
			14,
			10
		],
		"Score": 85
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			1,
			2,
			12,
			6
		],
		"Score": 647
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			1,
			9,
			9,
			5
		],
		"Score": 422
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			3,
			12,
			3,
			12
		],
		"Score": 187
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			5,
			1,
			12,
			5
		],
		"Score": 840
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			5,
			5,
			12,
			5
		],
		"Score": 478
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			6,
			6,
			6,
			12
		],
		"Score": 402
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			7,
			12,
			7,
			7
		],
		"Score": 905
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			8,
			12,
			8,
			12
		],
		"Score": 227
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			10,
			12,
			10,
			10
		],
		"Score": 918
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			12,
			1,
			5,
			6
		],
		"Score": 247
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			12,
			1,
			8,
			8
		],
		"Score": 274
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			12,
			9,
			12,
			9
		],
		"Score": 718
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			12,
			10,
			12,
			10
		],
		"Score": 64
	},
	{
		"Grade": 5,
		"Cards": [
			12,
			13,
			12,
			13,
			12
		],
		"Score": 346
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			1,
			3,
			13,
			12
		],
		"Score": 98
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			1,
			12,
			9,
			12
		],
		"Score": 835
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			1,
			12,
			12,
			13
		],
		"Score": 293
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			1,
			13,
			12,
			7
		],
		"Score": 960
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			2,
			13,
			13,
			2
		],
		"Score": 521
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			6,
			6,
			13,
			13
		],
		"Score": 980
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			9,
			12,
			1,
			9
		],
		"Score": 380
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			13,
			1,
			5,
			4
		],
		"Score": 849
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			13,
			1,
			9,
			8
		],
		"Score": 661
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			13,
			2,
			2,
			1
		],
		"Score": 271
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			13,
			6,
			1,
			8
		],
		"Score": 959
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			13,
			10,
			10,
			10
		],
		"Score": 518
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			13,
			13,
			5,
			5
		],
		"Score": 721
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			13,
			14,
			1,
			10
		],
		"Score": 940
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			14,
			1,
			4,
			13
		],
		"Score": 330
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			14,
			1,
			13,
			14
		],
		"Score": 333
	},
	{
		"Grade": 5,
		"Cards": [
			13,
			14,
			13,
			14,
			13
		],
		"Score": 480
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			1,
			8,
			8,
			14
		],
		"Score": 780
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			2,
			1,
			14,
			12
		],
		"Score": 309
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			6,
			1,
			14,
			6
		],
		"Score": 652
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			6,
			14,
			3,
			1
		],
		"Score": 880
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			9,
			3,
			1,
			14
		],
		"Score": 214
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			9,
			14,
			9,
			9
		],
		"Score": 644
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			9,
			14,
			9,
			14
		],
		"Score": 338
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			10,
			1,
			13,
			10
		],
		"Score": 299
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			13,
			14,
			13,
			14
		],
		"Score": 446
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			14,
			1,
			12,
			12
		],
		"Score": 758
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			14,
			2,
			2,
			2
		],
		"Score": 314
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			14,
			3,
			14,
			3
		],
		"Score": 11
	},
	{
		"Grade": 5,
		"Cards": [
			14,
			14,
			12,
			12,
			12
		],
		"Score": 827
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			1,
			1,
			3,
			4
		],
		"Score": 499
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			1,
			8,
			12,
			12
		],
		"Score": 42
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			1,
			13,
			7,
			13
		],
		"Score": 651
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			2,
			1,
			2,
			4
		],
		"Score": 582
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			2,
			1,
			9,
			9
		],
		"Score": 519
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			2,
			4,
			2,
			2
		],
		"Score": 828
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			2,
			14,
			2,
			2
		],
		"Score": 876
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			4,
			1,
			4,
			13
		],
		"Score": 740
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			4,
			4,
			2,
			4
		],
		"Score": 874
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			5,
			5,
			5,
			8
		],
		"Score": 218
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			6,
			2,
			1,
			6
		],
		"Score": 696
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			6,
			4,
			1,
			4
		],
		"Score": 917
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			6,
			6,
			6,
			8
		],
		"Score": 375
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			6,
			9,
			1,
			9
		],
		"Score": 908
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			7,
			1,
			7,
			9
		],
		"Score": 570
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			7,
			7,
			7,
			3
		],
		"Score": 155
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			8,
			14,
			1,
			14
		],
		"Score": 136
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			10,
			1,
			10,
			14
		],
		"Score": 123
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			10,
			13,
			13,
			13
		],
		"Score": 688
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			12,
			12,
			12,
			10
		],
		"Score": 178
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			13,
			9,
			1,
			9
		],
		"Score": 405
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			14,
			13,
			13,
			13
		],
		"Score": 786
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			14,
			14,
			13,
			14
		],
		"Score": 326
	},
	{
		"Grade": 6,
		"Cards": [
			1,
			14,
			14,
			14,
			8
		],
		"Score": 508
	},
	{
		"Grade": 6,
		"Cards": [
			2,
			2,
			2,
			8,
			2
		],
		"Score": 733
	},
	{
		"Grade": 6,
		"Cards": [
			2,
			2,
			2,
			14,
			2
		],
		"Score": 211
	},
	{
		"Grade": 6,
		"Cards": [
			2,
			2,
			13,
			2,
			2
		],
		"Score": 386
	},
	{
		"Grade": 6,
		"Cards": [
			2,
			5,
			2,
			2,
			2
		],
		"Score": 625
	},
	{
		"Grade": 6,
		"Cards": [
			2,
			10,
			2,
			2,
			2
		],
		"Score": 679
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			1,
			3,
			3,
			5
		],
		"Score": 563
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			1,
			8,
			1,
			3
		],
		"Score": 949
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			2,
			2,
			2,
			2
		],
		"Score": 210
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			3,
			3,
			3,
			8
		],
		"Score": 614
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			3,
			3,
			3,
			10
		],
		"Score": 17
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			3,
			3,
			4,
			3
		],
		"Score": 624
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			3,
			13,
			1,
			3
		],
		"Score": 173
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			5,
			3,
			3,
			3
		],
		"Score": 833
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			5,
			5,
			5,
			5
		],
		"Score": 862
	},
	{
		"Grade": 6,
		"Cards": [
			3,
			12,
			3,
			3,
			3
		],
		"Score": 72
	},
	{
		"Grade": 6,
		"Cards": [
			4,
			3,
			4,
			4,
			4
		],
		"Score": 471
	},
	{
		"Grade": 6,
		"Cards": [
			4,
			4,
			1,
			4,
			7
		],
		"Score": 188
	},
	{
		"Grade": 6,
		"Cards": [
			4,
			4,
			4,
			3,
			1
		],
		"Score": 428
	},
	{
		"Grade": 6,
		"Cards": [
			4,
			4,
			4,
			4,
			2
		],
		"Score": 691
	},
	{
		"Grade": 6,
		"Cards": [
			4,
			4,
			4,
			4,
			6
		],
		"Score": 319
	},
	{
		"Grade": 6,
		"Cards": [
			4,
			4,
			4,
			13,
			4
		],
		"Score": 364
	},
	{
		"Grade": 6,
		"Cards": [
			4,
			8,
			8,
			8,
			8
		],
		"Score": 368
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			1,
			5,
			5,
			4
		],
		"Score": 763
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			2,
			5,
			5,
			5
		],
		"Score": 62
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			5,
			1,
			2,
			5
		],
		"Score": 620
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			5,
			1,
			12,
			5
		],
		"Score": 551
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			5,
			5,
			5,
			7
		],
		"Score": 152
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			5,
			5,
			5,
			13
		],
		"Score": 800
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			5,
			5,
			5,
			14
		],
		"Score": 286
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			5,
			6,
			5,
			5
		],
		"Score": 520
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			5,
			8,
			5,
			5
		],
		"Score": 998
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			5,
			9,
			5,
			1
		],
		"Score": 714
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			12,
			12,
			12,
			12
		],
		"Score": 597
	},
	{
		"Grade": 6,
		"Cards": [
			5,
			13,
			5,
			5,
			1
		],
		"Score": 84
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			1,
			6,
			6,
			5
		],
		"Score": 873
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			3,
			3,
			1,
			3
		],
		"Score": 560
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			3,
			6,
			1,
			6
		],
		"Score": 452
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			6,
			1,
			9,
			6
		],
		"Score": 273
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			6,
			6,
			3,
			6
		],
		"Score": 785
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			6,
			6,
			6,
			4
		],
		"Score": 147
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			6,
			6,
			6,
			7
		],
		"Score": 60
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			6,
			6,
			6,
			8
		],
		"Score": 440
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			9,
			9,
			9,
			9
		],
		"Score": 892
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			13,
			13,
			13,
			1
		],
		"Score": 168
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			14,
			1,
			1,
			1
		],
		"Score": 378
	},
	{
		"Grade": 6,
		"Cards": [
			6,
			14,
			6,
			6,
			6
		],
		"Score": 764
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			7,
			1,
			2,
			7
		],
		"Score": 80
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			7,
			1,
			10,
			1
		],
		"Score": 921
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			7,
			5,
			7,
			7
		],
		"Score": 327
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			7,
			6,
			7,
			7
		],
		"Score": 456
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			7,
			7,
			3,
			7
		],
		"Score": 913
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			7,
			7,
			5,
			1
		],
		"Score": 653
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			7,
			7,
			7,
			2
		],
		"Score": 639
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			7,
			7,
			8,
			7
		],
		"Score": 536
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			8,
			1,
			8,
			8
		],
		"Score": 138
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			12,
			7,
			7,
			7
		],
		"Score": 796
	},
	{
		"Grade": 6,
		"Cards": [
			7,
			13,
			7,
			1,
			7
		],
		"Score": 370
	},
	{
		"Grade": 6,
		"Cards": [
			8,
			1,
			14,
			8,
			8
		],
		"Score": 861
	},
	{
		"Grade": 6,
		"Cards": [
			8,
			3,
			8,
			8,
			8
		],
		"Score": 194
	},
	{
		"Grade": 6,
		"Cards": [
			8,
			4,
			4,
			1,
			4
		],
		"Score": 285
	},
	{
		"Grade": 6,
		"Cards": [
			8,
			8,
			5,
			8,
			8
		],
		"Score": 914
	},
	{
		"Grade": 6,
		"Cards": [
			8,
			8,
			8,
			2,
			8
		],
		"Score": 632
	},
	{
		"Grade": 6,
		"Cards": [
			8,
			8,
			8,
			6,
			8
		],
		"Score": 117
	},
	{
		"Grade": 6,
		"Cards": [
			8,
			8,
			8,
			8,
			14
		],
		"Score": 97
	},
	{
		"Grade": 6,
		"Cards": [
			8,
			10,
			8,
			8,
			8
		],
		"Score": 574
	},
	{
		"Grade": 6,
		"Cards": [
			9,
			1,
			8,
			9,
			9
		],
		"Score": 990
	},
	{
		"Grade": 6,
		"Cards": [
			9,
			6,
			9,
			1,
			9
		],
		"Score": 18
	},
	{
		"Grade": 6,
		"Cards": [
			9,
			7,
			9,
			9,
			9
		],
		"Score": 659
	},
	{
		"Grade": 6,
		"Cards": [
			9,
			9,
			1,
			14,
			9
		],
		"Score": 461
	},
	{
		"Grade": 6,
		"Cards": [
			9,
			9,
			3,
			9,
			9
		],
		"Score": 735
	},
	{
		"Grade": 6,
		"Cards": [
			9,
			9,
			4,
			9,
			9
		],
		"Score": 759
	},
	{
		"Grade": 6,
		"Cards": [
			9,
			9,
			5,
			9,
			9
		],
		"Score": 451
	},
	{
		"Grade": 6,
		"Cards": [
			9,
			9,
			9,
			10,
			1
		],
		"Score": 182
	},
	{
		"Grade": 6,
		"Cards": [
			9,
			9,
			13,
			9,
			9
		],
		"Score": 973
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			1,
			14,
			14,
			14
		],
		"Score": 280
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			2,
			2,
			2,
			1
		],
		"Score": 45
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			4,
			10,
			10,
			10
		],
		"Score": 268
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			8,
			10,
			10,
			10
		],
		"Score": 962
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			10,
			2,
			10,
			10
		],
		"Score": 852
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			10,
			3,
			10,
			10
		],
		"Score": 805
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			10,
			5,
			10,
			10
		],
		"Score": 61
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			10,
			7,
			10,
			10
		],
		"Score": 304
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			10,
			10,
			10,
			6
		],
		"Score": 504
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			10,
			10,
			10,
			9
		],
		"Score": 256
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			10,
			10,
			14,
			1
		],
		"Score": 349
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			12,
			10,
			1,
			10
		],
		"Score": 81
	},
	{
		"Grade": 6,
		"Cards": [
			10,
			14,
			10,
			10,
			10
		],
		"Score": 93
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			1,
			1,
			9,
			1
		],
		"Score": 904
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			1,
			5,
			12,
			12
		],
		"Score": 750
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			1,
			10,
			12,
			1
		],
		"Score": 985
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			1,
			12,
			12,
			8
		],
		"Score": 2
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			2,
			2,
			2,
			2
		],
		"Score": 854
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			2,
			12,
			12,
			12
		],
		"Score": 459
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			4,
			12,
			12,
			12
		],
		"Score": 305
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			6,
			6,
			6,
			6
		],
		"Score": 470
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			9,
			9,
			9,
			9
		],
		"Score": 807
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			12,
			1,
			1,
			13
		],
		"Score": 885
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			12,
			7,
			12,
			12
		],
		"Score": 598
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			12,
			12,
			6,
			12
		],
		"Score": 49
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			12,
			12,
			12,
			10
		],
		"Score": 615
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			12,
			12,
			13,
			12
		],
		"Score": 838
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			12,
			14,
			1,
			12
		],
		"Score": 769
	},
	{
		"Grade": 6,
		"Cards": [
			12,
			14,
			12,
			12,
			12
		],
		"Score": 591
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			1,
			1,
			7,
			7
		],
		"Score": 332
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			1,
			13,
			3,
			13
		],
		"Score": 262
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			1,
			13,
			13,
			4
		],
		"Score": 385
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			2,
			2,
			1,
			2
		],
		"Score": 501
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			3,
			13,
			13,
			13
		],
		"Score": 387
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			6,
			6,
			1,
			6
		],
		"Score": 199
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			7,
			7,
			7,
			7
		],
		"Score": 51
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			8,
			1,
			13,
			1
		],
		"Score": 930
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			8,
			13,
			13,
			13
		],
		"Score": 497
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			10,
			10,
			10,
			10
		],
		"Score": 174
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			12,
			12,
			1,
			12
		],
		"Score": 190
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			13,
			10,
			13,
			13
		],
		"Score": 495
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			13,
			13,
			1,
			8
		],
		"Score": 257
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			13,
			13,
			5,
			1
		],
		"Score": 119
	},
	{
		"Grade": 6,
		"Cards": [
			13,
			13,
			13,
			9,
			13
		],
		"Score": 294
	},
	{
		"Grade": 6,
